plan_rows,exe_times
9561068,22836.486
104,844.203
166654,1354.374
3785923,17703.890
7027709,21636.649
5291749,39609.087
6534896,16374.118
20602,8825.487
68034,4320.577
2,17284.520
53,868.715
3577822,1992.915
7976973,33367.327
73461,4766.364
5216,1738.501
7437,933.217
53,867.362
10384754,36982.267
432237,939.816
1441629,8960.652
104,752.353
500,11120.052
36429,3354.535
39859498,89811.188
781018,8434.514
60479,930.692
162,1314.935
27686337,16509.384
4419076,44604.919
413284,21058.898
57,2457.779
166886,4987.401
641022,4201.433
50281,2120.589
1154027,6923.242
16309,3915.302
500,10664.143
710,1682.767
5568039,39429.206
9892,7047.256
18,14029.204
3683647,1959.021
1766102,1695.524
245,12384.335
44718146,89941.371
53,930.740
4753617,14948.858
35218,2647.161
51,869.357
33802,8930.192
6172822,47393.962
456,1496.366
337301,4950.805
3278330,20326.897
1834460,26778.015
285671,2706.581
500,9368.084
13,941.113
1,2135.557
1802628,12483.070
1367066,1571.032
1691359,5358.358
2179551,14294.151
742731,14600.594
4177373,34398.100
118,5839.648
3030,2847.333
110424,3962.945
2767,1717.436
3237920,1890.087
44733,10343.695
383904,3547.792
395437,10993.258
1524062,14819.517
4617352,37928.472
246,1223.472
6928280,45181.279
7688128,16583.136
19698800,15051.286
16456127,82714.024
4467979,2149.506
13863126,21959.256
2230,1160.785
10126165,19329.519
8747,2584.677
130141,2250.113
19436950,44603.223
162,17016.558
5219659,36812.555
12813,17526.945
17524198,13912.230
29871536,17377.283
2945366,43789.420
1025835,1078.930
32805841,97438.952
4072,1329.429
511774,10336.554
246,1337.772
924148,12908.863
500,10828.836
93,18651.797
4532,1151.202
12900932,30844.649
2549948,1625.807
246,1247.548
246,1311.887
147654,2707.772
37740,3845.255
435,14395.005
447466,13800.901
11535,9948.686
278627,22469.280
1913875,17450.430
6353834,32808.160
174653,9870.509
53,901.545
18327,7500.505
212591,6593.390
109254031,90011.262
129019,7192.005
20396,4716.730
150434,11069.718
2462762,31128.824
5596015,19086.687
369728,4996.402
4340355,12365.321
599192,1461.452
177,16303.921
925625,33049.909
2243650,15847.068
480147,5414.550
8653,16874.704
2099253,1872.235
7674207,22857.064
201904,6130.851
228310,3548.142
560,8367.679
4837,8125.997
304607,10197.715
2308328,32578.800
129616,15234.214
3649900,45853.484
104,793.512
5151092,17872.108
1593423,19168.529
96,653.451
53,6301.993
504,17563.554
17904,8011.670
46638522,54810.500
3284239,29219.179
1068396,15725.991
90597,2025.076
51,802.108
4382982,2028.775
2847235,22076.853
5220783,24425.304
195813,1347.436
4569,1044.982
54177,8717.877
34792,2311.987
7609138,33754.443
11449955,13739.299
3735740,18591.259
192231,10459.419
65,1308.214
2020171,1829.551
117,11143.906
624539,25044.224
146670,2253.151
60,9808.366
2446349,1280.429
33598912,67488.036
937696,1567.897
20338541,87549.950
4532,1151.935
386874,4049.036
15298047,30849.725
2459378,1789.762
392969,6715.082
13306,2941.209
502187,1101.187
1434,8219.084
1220400,4557.949
1151658,43664.497
6272766,14115.774
104,806.002
17937,5281.459
294815,7468.236
1736976,22414.581
10783,6485.211
4071999,2106.332
1572826,1196.051
2083,12908.213
4058373,21032.409
158034,10555.677
1021624,23367.557
2962511,1757.997
17045,3556.170
9706884,26967.428
738715,27716.924
3186,8538.242
46,17198.484
246,1238.855
277128,3247.983
46290,6052.708
764,58122.918
36081913,93897.511
581996,15386.882
53,2266.605
64964,10301.332
1308957,24917.832
4204140,2101.776
3504478,19575.465
393312,6424.238
299,7089.624
445802,13361.716
11834776,15887.360
30962546,17268.481
324,14105.288
3077770,24423.763
314713,16217.513
3221,3155.531
514342,6756.764
2256079,22801.628
181588,4206.033
15100721,30314.032
8407942,36585.547
72187,2157.927
38054,1093.518
10701584,19363.989
104,779.991
28451,2721.166
1632632,11470.775
53,788.428
9790,5476.979
104630,9977.564
170,1436.394
2107365,27130.635
31399262,59766.501
1377,42625.058
55216,6983.799
2462428,5289.727
614897,15966.167
1689523,25597.904
5346,10051.208
1954372,33062.216
78625,31531.107
6380,6921.828
5306267,49491.742
8854,11746.064
1878002,4766.122
25887,28402.326
8515088,37994.929
16064,11201.807
106039,3264.662
2462449,3078.848
8055571,87972.261
2556320,5171.261
5127,4320.991
1863,3480.323
1349667,24867.325
167014,34636.355
2236,42886.965
37656,8512.705
523905,2482.305
315932,3184.662
24412,8138.628
9,7195.614
228750,37486.635
221,5581.214
1052515,2765.770
2175254,57528.861
13653,5261.373
104,2338.016
324184,7530.945
3235,2371.911
156659,53633.380
57918836,184418.834
63059,5903.496
508457,60163.624
176,32430.870
638971,13796.793
194558,3102.918
1045705,17688.399
497323,62534.375
3772062,41398.018
293637,30352.742
19920,7728.782
30700,6628.826
1055218,10700.511
260337,3916.886
2646031,4685.170
7180595,74590.963
2307856,3552.156
676651,2913.782
3199493,4723.400
164,22524.043
84019,3572.776
10765963,92802.754
22030991,53545.157
2114153,3695.969
83105,3757.283
997985,11620.153
931413,4215.642
1609429,4439.941
259636,28398.428
17693,42194.394
500,32942.812
182,33227.722
39,2575.884
58245,20058.297
1381,5123.706
937768,3637.513
15,4189.484
4612215,42469.715
5,6195.590
7146633,100494.781
6307925,34167.868
246,2687.425
6,3888.775
35185,18583.660
1217286,10516.306
556857,26167.197
1160423,22318.935
63701,3528.681
1916217,1226.430
16706320,93724.052
500,11331.500
500,10886.961
242739,1092.990
91027,995.175
54239037,101143.054
24807,1117.893
900200,21254.476
3419456,31996.109
57,8394.714
689231,1123.469
697720,21575.549
52237,19113.872
8044,1877.340
37959,3343.361
304957,12884.675
7437,1075.986
17452,19272.407
464470,19368.101
4422214,19063.743
98,926.678
422214,847.467
58152,19614.690
895314,11939.816
500,11122.794
776224,997.472
23202,947.816
828863,13872.426
30517107,17198.616
4675,1177.271
5116669,24450.341
2734268,11513.780
2532794,13923.904
29984444,22150.756
15425641,17956.719
15267,8590.138
9582914,39364.005
156658,19618.803
403421,4233.758
875189,5178.192
1393,6696.258
1111829,28370.748
246,1333.680
279191,7671.990
459803,3016.229
32092,6897.490
3040179,18269.809
134,1853.253
449,6101.728
42857,2651.246
1290202,1338.522
362,13139.676
218455,2856.827
1269724,4142.130
751523,29186.029
9165,8114.008
3587725,14660.707
6317231,14342.299
977764,16969.794
1340225,16354.023
13477,7072.044
693,13652.122
457869,4250.961
3380567,15599.285
272916,3972.034
8895692,17158.068
803078,1068.259
2888836,1768.255
2030192,1625.127
59478,2570.338
28452,8803.454
27396,3313.087
217777,5759.926
763,7628.342
49928,1808.787
104,753.951
842502,13797.326
1522667,14143.365
597749,4217.893
1368,3583.499
2262236,14565.065
631098,11992.242
4620,1633.948
5298,2127.779
265919,5596.772
644635,3786.411
2189712,19113.041
337035,11261.574
642462,3551.361
30928176,82411.033
7437,3323.547
133688,7446.758
5881,6812.133
4382870,5196.883
173,31913.060
6679089,41357.372
246,3862.347
379,17139.164
623229,51824.795
246,3373.497
2637395,27295.694
347502,38229.175
546495,2651.462
6035,10852.541
1327,4717.437
10662133,78544.666
473010,35458.048
987134,3455.270
1883292,15406.528
83478,26897.837
22408,53825.905
104,2132.635
80176,12314.694
138760162,165630.711
1604413,13262.360
3090458,13729.038
980879,9858.102
211228,14885.850
1284698,3999.774
2277472,57021.222
2167383,4527.060
33936,41689.634
1353043,11489.322
4059,4725.868
2431621,11556.323
422068,25533.536
3074772,4103.242
2129035,54311.185
37494973,124994.631
5091812,31618.821
887177,35493.781
28056053,127280.635
516437,65001.301
250901,31579.140
294611,12635.506
19786306,41556.737
1,17718.352
1435373,33505.986
196430,10785.460
702530,13361.717
172,1168.391
126,1347.720
269072,4092.050
1519318,15591.157
67725,2822.443
1495733,8631.029
3642322,29739.788
104,894.898
17636,4343.926
1874556,16736.992
28,11022.107
2421936,24311.548
7389,1145.353
223875,3093.797
26155032,60125.065
28,1391.785
403129,3723.424
13311455,72866.528
139929886,196209.923
4333079,14475.723
3477120,1996.689
104,754.749
1173139,25122.139
1434,8801.665
3328115,19419.972
246,1373.578
3331138,11825.534
1521676,6030.174
3796768,2007.612
392739,979.930
402167,15296.490
426731,1393.147
3421055,50500.755
1799945,20809.668
1978612,1816.881
2270328,1807.703
175404,11135.944
686095,15323.444
732048,27323.068
255839,27276.595
2865135,1803.802
920,1708.521
1915710,1631.220
348191,3214.113
2633162,1511.862
52422863,108585.856
273,11844.509
6526692,44052.933
301,17021.168
2350,970.216
273095,2865.745
680572,5536.598
3626731,1822.534
10531735,39225.937
599776,4635.703
104,803.013
5124,2597.679
35490,1256.287
2340476,20119.183
85228,25179.762
216832,8913.021
495,15171.044
587183,4846.617
35398974,77631.032
1017243,12645.508
7479,2997.745
1374954,5058.210
19209770,54751.035
13610049,16489.785
3383936,18895.807
193,11314.740
3943641,2103.922
587050,6558.080
445145,31266.466
2391472,19126.426
246,1210.699
4029818,2085.168
591817,4035.132
968,2429.865
2985449,34232.300
3318365,37693.344
3781930,18195.657
6212,3438.771
79303,821.347
457150,27108.871
61851,4897.893
1238175,12629.508
9489868,29980.345
125363,3576.307
14,1668.486
246,1301.472
42007,2526.458
7163196,43063.993
25705,3708.016
736,7726.570
21,907.600
246,1468.647
13093686,58252.865
1557042,23833.522
76284,25171.353
246,1231.125
5884272,30318.986
1000245,1173.664
128025,12109.099
143214,7537.110
1813923,1582.156
3652772,6976.609
607,17247.737
9697,8460.213
2141704,16651.859
70106337,107305.891
276,13341.618
21669,8872.766
23494945,40716.694
211575,16142.520
970586,35648.917
21212169,72420.908
432809,3404.173
1596127,1548.516
316148,9893.130
18157,2864.105
24904489,60252.740
3030693,15529.066
12789,2347.656
672584,22075.802
2891653,30871.354
121808,9156.704
6651010,17765.923
2726570,38486.346
633838,1125.891
1564907,16328.492
1862905,20166.832
51,882.524
788070,14116.786
15907002,14582.890
246,1225.332
246,1306.688
1276238,4535.409
1434,8306.162
853398,9643.125
7973337,41127.360
5988,2165.185
11961004,17106.118
6264,3077.584
24909476,46966.263
8542383,31332.515
34810536,53330.171
100928,4422.532
455350,20953.552
1963,1107.657
1047576,25525.583
2668387,1855.284
7342581,34687.822
104,844.082
43911,6896.404
4468637,7923.148
1477039,6895.243
500,10128.857
395960,4100.999
500,9925.423
852876,20442.124
3924199,25823.645
5060371,27049.899
440530,6906.061
134,1762.551
1578,2789.142
44254,1899.249
17638,1772.680
3354777,14473.283
728145,8409.218
256317,23894.946
6417308,70471.920
546930,6851.569
500,11168.495
331208,2646.183
246,996.499
2011140,5979.521
54,1759.791
5019161,18490.646
256198,1314.495
850122,25830.874
500,10353.647
246,1355.759
254,2611.946
1243993,1579.300
107048,7613.998
970694,21730.052
60783,16823.917
246,1220.963
97,2558.147
246,1331.353
1853255,18782.255
51,935.622
923226,11769.252
7980,2887.318
4656,1747.943
4243,3096.692
2108437,1741.348
13354627,23259.119
1972185,1756.521
2905,1098.170
30684871,77844.241
500,10075.491
334537,922.098
606,7040.310
844147,1012.128
106,1206.099
500,11116.180
6811,2865.246
17748,10546.221
682289,3852.418
4544095,34155.078
29762294,54037.309
107930,2979.749
855796,32830.277
14901014,48096.905
214432,5422.879
12094998,52573.250
14439,13398.354
2193153,1718.387
500,11074.190
2334197,13512.195
113337,4435.491
142445,5072.150
104,808.519
4,6187.536
3480674,27284.892
557104,8424.393
16970626,42355.272
246,1188.555
3764823,2002.685
564991,27928.490
104,909.167
8141,1121.326
10,1351.317
1,1586.231
103090,887.645
246,1306.906
4745436,37575.192
500,9917.154
3670040,16172.427
17937,4671.577
80989,13766.769
117571,14764.494
93,1419.426
708022,4744.862
51503,2630.667
995390,1018.494
8510705,36477.733
12190,2395.811
8679,1768.611
32305687,17648.115
2077057,1759.709
483613,6407.113
101,11002.676
4098630,14296.405
1701070,1580.827
324,13028.974
230109,6357.608
65,13808.605
134,1914.588
246,1291.325
741182,4458.660
1322510,1081.548
500,10710.846
51,872.603
11439806,27747.943
53,951.228
776254,22206.967
106935,17885.658
3432212,17247.229
344,7137.988
2475542,1316.919
1574,6516.184
3039538,1843.093
683856,14228.351
53,855.559
13653,8030.522
57124,3651.114
2503467,44705.899
3,2317.832
3181905,1850.832
16071748,31236.528
2139712,1785.541
2817497,13176.886
10,432.618
137527,6333.351
928351,4166.134
120590449,145940.628
246,1220.023
3894049,2101.219
246,1297.852
1284105,1613.213
3103,18408.407
20,1367.308
162600,18338.200
637920,5380.211
3101021,16854.595
246,1241.864
2114743,1764.389
2857765,1848.471
1849118,34856.753
21110082,39461.869
2682039,1939.015
51,915.800
222312,5442.085
843413,5427.098
2438198,31886.301
47,11857.435
2529977,1784.400
1361327,1108.305
1427755,5676.315
148143,815.796
9475,1675.027
370986,18237.996
176,10623.447
1241,966.332
1039983,5052.352
9,1564.024
123619,2876.280
2957115,6816.711
40728,2117.176
13368716,17680.486
1134870,1380.760
2615,739.594
118859,9292.820
6979372,15006.223
1844593,5329.618
500,11030.811
4011652,2071.128
2346,1314.303
1570758,31275.136
1,1417.996
80992,2243.106
88024,4058.106
705,16654.824
5493358,70871.161
112136,2216.614
2555741,20894.544
500,11372.245
176,13879.435
55,10506.509
1025570,5112.102
33521682,71336.680
497216,12551.475
104,798.504
735595,13363.102
16273916,38889.322
129709,15062.484
5419,3035.715
368960,6272.435
53300,3419.447
6542,8704.603
4053097,14055.265
525374,25937.422
240719,13781.126
246,1307.881
149491,10571.665
4636205,22153.914
8012849,46420.440
493757,3770.533
8673,3553.327
10173235,44895.875
5349614,84989.998
371125,19111.153
784414,15031.229
33563454,38766.605
629203,7809.829
633,17031.046
1192120,1071.557
89,1231.879
1007199,1160.183
761,12644.807
666019,4583.284
4583682,23219.505
7195246,13321.555
1172209,9015.920
72207,19526.006
3612122,1984.473
38,13547.553
53,760.838
2043,7123.468
327,434.509
134,1800.808
1467950,1237.156
3805947,2032.126
356914,4005.064
425760,10985.219
90,14876.762
1668692,1198.385
679331,5779.344
12028715,38953.909
39796,11053.409
325562,7728.768
2959727,44366.434
31057515,74083.900
20932,2527.173
238573,19630.677
1609,21160.153
787676,41691.271
977942,18674.644
175624,13865.321
340598,2453.754
13306,8183.271
311526,7743.044
12194703,113907.655
1172765,38925.595
12527,8831.964
2793666,14625.151
2990402,22419.495
7906,40388.961
160433,11670.044
317334,14364.722
5727824,59978.384
12980024,37311.178
2809046,61790.865
18,18979.802
11254,4319.907
984464,15979.090
4532,3440.361
280047,9401.872
20459,8688.530
1585429,12144.106
943361,9758.256
2584555,14022.289
3,3761.371
10051289,67015.624
332,40274.088
11022160,99469.610
3350581,5004.681
40806,21029.071
910217,3970.688
34141,4992.002
26705206,44070.436
11428241,114010.982
246,3735.277
2289020,4692.044
342824,46394.008
162384,13470.963
221087,25529.336
99560,10118.699
62347,21995.080
51759,51473.249
59774,10645.688
3025777,5003.502
24063,27365.656
28782102,126878.310
3309154,46677.539
1512093,3516.177
863838,80747.859
2265147,4747.797
815523,23673.995
3836416,4828.445
1051209,65063.625
4947,2469.562
44568,7032.333
40,3700.873
31,2510.741
70,61033.349
1447016,13974.396
739201,3053.332
1833933,64445.441
11443,24241.113
51,2364.531
482530,9530.589
2,5522.782
246,3862.666
1282374,67083.533
4249290,36024.180
1451069,38666.202
5511,2658.262
13571,3602.501
3212824,7027.507
3629821,6909.409
126300,12245.108
8352,1886.616
3936,6548.693
3083,2921.142
12129201,42259.089
783778,1101.457
43351,8873.764
1964016,1598.460
22629,2284.028
2617,20927.381
156769,1129.457
247190,18825.951
301629,5850.272
2080,2281.212
1942077,1478.731
44112,1245.545
12168,2214.725
2909102,25057.970
7413,1618.376
2833,18307.133
1990304,14365.563
4822945,26642.052
1535843,14181.425
11924158,31031.637
12903209,34712.521
473750,998.775
403910,6602.867
1616280,11715.459
121081072,157426.272
104,813.306
78827,2042.418
9332,9472.346
2666090,23566.477
602858,20588.859
3452524,1779.907
2915,17787.142
8787598,27879.243
516,11979.815
246,1348.624
39092627,83012.355
925697,1518.380
2358459,5974.143
129,2301.879
399715,21746.404
7766438,12933.645
112873277,83397.909
183326,9657.216
24144,2936.779
246,1222.577
2062100,6075.931
125141,3118.380
185348,15700.314
246,1212.749
6650971,35476.439
7898546,41687.498
12281504,31472.059
1788035,32400.670
887993,1092.293
304926,3516.998
500,11231.611
7437,982.222
316040,12701.202
246,1264.636
20630327,55316.419
199654,17222.702
104,2408.733
18580725,103903.633
550970,34548.949
11,44513.841
564319,53595.846
1689176,49500.884
6571844,77388.117
562115,9354.465
83512,13098.089
24546,25426.075
655209,9337.117
10699042,77512.291
246,2647.926
5490286,93128.793
4777960,85450.905
3279304,14207.220
701074,3737.181
1309147,14182.261
61588307,128784.056
192,57048.399
3214,35613.508
30,3248.946
823376,2186.160
500,25151.562
13498,41754.414
17406,27157.982
27,20045.514
14775763,39855.026
400598,17980.039
334221,1914.627
6283960,41392.722
141139,9753.782
8246294,45767.329
680220,2903.584
726957,32427.812
94167,43179.762
1483165,32650.368
913569,3118.100
4,24464.733
6550566,41489.311
324,32699.568
23305,10734.588
15730263,99237.159
702,2610.504
2417705,43809.938
485068,11197.969
101,10911.866
16191,7895.103
6328769,27679.330
222042,957.245
58695,15520.277
3707969,2000.428
85946,3475.401
1,1575.701
62374,8822.288
246,1413.708
27115249,19984.018
246,1269.154
103265,23197.388
2920,8070.850
42409,1187.623
3316169,7064.932
80436,11111.137
32092,9473.180
7658264,13658.162
392,15032.599
135533,10213.690
206,15652.073
48595,3172.609
2034799,16778.689
34,9419.226
153,14975.423
1505051,5269.681
133548502,104337.202
1375369,27779.773
744098,1170.779
909070,7584.689
19432150,14914.691
863635,1131.679
21,6767.368
13232693,41113.067
74774,6996.259
70442,1118.676
20662977,19001.063
104,859.825
1206738,8820.162
17140613,14574.408
6213274,24424.142
3780602,7369.728
169815,20799.664
324,14064.835
1804267,11642.425
162332,7813.213
2674197,19432.975
701735,3573.582
1083747,11833.089
5440843,15309.918
54661843,58805.312
7262,3566.319
66810,3798.302
44353,15043.142
13369,9024.985
749891,1420.346
1414888,23287.393
40469,2472.464
240108,9469.197
11106,26851.587
25726858,44838.319
269196,19245.137
679873,1119.673
13667440,38622.456
101218,3288.069
504031,21947.016
714531,5261.857
15731,2000.324
500,11069.940
9786999,21979.038
2320099,25853.973
7585656,28699.820
373037,4550.753
199524457,212616.148
24820863,40156.332
170918,3866.870
41,1867.747
11743770,58826.493
16717751,44896.759
711784,14832.613
1478508,12847.643
17337,2424.941
1527378,16065.089
246,1237.242
1296679,22570.825
45,1786.811
91,12140.159
1672292,22536.828
2005,3245.196
184150,8653.274
78,1406.182
2069,18505.468
59606,19214.337
1501990,12600.646
125392944,155100.901
36058,17125.672
1063214,5420.318
1026,3067.555
276,13920.547
11,968.114
42563,827.235
28209,9264.617
6408159,18269.144
81452,4340.488
1810701,5739.511
23245,1639.257
19024133,56914.101
5397603,37264.027
1218900,1087.077
4345824,8157.568
538196,1123.254
3926078,53096.437
2318952,1393.026
5346,14933.136
520367,13616.466
19156633,42757.054
2087353,20159.019
431845,2925.480
3527650,1965.843
827838,3984.188
273412,1316.068
36335097,67291.978
766,6623.247
104,829.835
159472,19712.413
11,2319.022
51,1945.312
735746,1349.064
50824753,131315.201
1236821,1672.343
930396,8938.580
77562,10472.950
559317,5971.983
83537,24566.029
331,14158.928
1056788,1095.731
106942,1294.688
3598300,1953.766
4012923,15080.972
1120548,4531.100
628,13840.183
492526,11414.595
156047,7341.562
1356217,19168.457
11273588,49569.385
7136,898.187
124775,7676.191
38563,1942.270
500,11215.452
6623,1561.037
104,883.838
294394,3096.104
172043,1246.056
151355,5319.643
13202,7690.711
276,13916.450
2864,6772.086
3144136,1914.697
53,862.258
3127696,23525.249
1381490,1540.052
8639610,46300.780
26669,1106.374
62708,3855.002
964334,1037.977
81737,6805.957
354897,897.035
11926084,38841.819
1963,1090.594
48,1219.801
17557837,50874.003
3360519,17305.403
3614244,7278.132
3802387,24023.060
330948,15506.254
3270,5895.310
2764431,15130.526
1913063,13734.965
1604106,1669.601
28802,8041.922
358,1756.410
1330551,22191.312
1304920,26687.829
246,950.061
435,13592.772
104,839.383
25731697,16716.570
1711508,1746.771
1144511,6699.460
1054048,13437.299
2093212,1288.016
155055,2316.014
8111,1201.199
510930,19838.001
910269,26853.776
42775,3141.664
200068,15348.477
2879831,28342.962
4113884,2054.267
1064099,3745.192
34051384,17545.533
1446431,17303.028
151,1334.094
147553,5262.658
104,797.235
4516739,35247.750
500,11000.465
2941312,12144.015
167123,4870.954
403994,24118.353
996852,10770.742
161889,22338.702
3110451,1927.415
85442,4149.602
3300006,1948.143
3967,2949.442
231,14976.018
246,1295.796
239,1320.472
999822,15092.367
216792,10763.036
1004535,17175.899
486469,6134.220
405746,3881.753
1719310,1589.484
1140967,1154.300
9,2483.347
8567503,15784.964
445884,5361.248
4896467,26484.576
1415213,9346.259
1281471,16821.482
2678,1819.716
26000321,43676.377
500,9830.697
1356902,18967.832
335308,2889.134
1708234,12238.783
4217,3063.620
646150,24941.943
115616,3112.092
11791551,27769.053
16178,1026.632
84,14540.245
540927,28362.803
2419683,20991.739
1497,6932.370
2365716,1192.342
1216,6184.198
349092,1287.184
436916,12185.674
3063638,1763.765
22869195,44155.624
3112500,6612.663
813377,1555.072
246,1271.999
3262288,32892.510
4997737,17637.473
6452249,47666.344
1835484,1069.487
426427,3867.217
1627461,1195.057
41254207,84243.041
1637431,15104.873
14374,9088.363
56005,17544.087
1278453,900.901
3656345,22274.132
176,13516.909
979,21195.170
285928,6189.440
10569,1163.275
3579610,23937.399
246,1190.530
377836,8073.680
500,10079.751
1490971,10971.630
506776,12093.761
5851139,20339.122
840746,3624.847
2364703,27380.166
27259167,43769.073
225629,874.352
2559017,14927.272
481329,893.827
595796,1055.421
1007279,23794.627
506761,6876.144
1324,2777.953
12475161,27505.669
839562,22802.627
13257190,25980.117
189,821.593
11174647,47456.157
13963536,38756.140
6,1355.902
18983,2168.924
196791,4031.480
399577,4039.160
17293,3758.804
1500507,1127.854
60,10945.441
1961134,10316.915
239006,9760.861
2733562,11397.882
553998,15056.424
4058264,11688.730
1168101,1420.763
139,1200.749
1434,8876.747
4059,1586.284
229802,5783.264
9318262,38936.179
13273647,37481.659
41,800.739
488110,3852.745
68,1239.081
94655,9307.396
624580,5152.917
246,1277.547
108,1929.635
1162271,29353.490
3421748,11386.420
104,651.350
1047653,1583.338
296,2142.763
42883,853.394
1895327,1674.508
1,1757.766
1013380,1467.818
2386995,12234.864
2627956,7686.413
63183,9883.225
1464138,23498.724
1141836,1474.465
500,11129.975
3209911,13643.536
125836,5576.998
246,1268.909
418084,3463.850
376577,23826.800
3429485,2045.399
24,9733.506
246,1204.325
339839,3930.694
8012902,42733.404
20011851,37707.850
17841,7878.519
14,1210.747
581635,4349.447
4995,3245.967
15352152,36149.374
4040,2770.667
88422,1242.024
11125,4198.598
20552342,66810.985
12304265,36134.141
66696,807.801
149785,3746.518
1341962,10375.900
13,6174.453
7113531,38561.070
4057231,2095.882
5,1273.936
5109574,13531.169
707473,4673.764
199330,16219.608
388073,6139.414
444279,1043.906
51,753.167
33909590,50884.763
1002820,11898.948
383887,10551.798
64929,17338.900
9914302,36208.550
417805,4193.984
23742,18559.324
134,1902.112
13435,21309.333
214,7491.825
3384,18106.204
210582,11478.233
1306069,20816.608
35852,1772.128
11963319,17252.142
442105,1069.346
660762,21420.662
128478,7169.588
16713,18298.305
4809,7421.418
246,1294.574
2027467,5357.597
246,1212.796
16023,3189.129
2225798,12222.763
1285,929.746
1235176,12348.329
62554,1094.506
7674,2295.614
32493928,17100.774
44590232,70751.338
71111,14892.005
4752160,34715.148
369804,7210.741
6958598,57051.617
16414784,32898.110
1876586,1525.359
1403189,12359.689
1817,869.161
893,15062.277
1323804,20169.159
1143,17164.900
218377,4036.391
2467308,1675.438
863591,1273.394
894338,3989.940
65,1322.881
638,20467.465
1983310,14174.741
573114,1178.232
233574,11498.289
2410622,13963.058
2519393,5681.944
8136346,62660.161
13740956,7250.507
144566,11115.587
10808706,14368.001
485,1126.159
562646,4274.292
982275,4499.178
39083,3321.420
31314613,50799.746
2095867,5952.849
283302,23261.670
174089,2417.592
8650185,41529.809
376646,7520.296
3164056,47572.149
6568311,43264.054
91,7914.842
1750183,50372.332
749,7024.913
379503,13024.063
72585,6290.646
737580,32463.202
397693,65309.094
905,7871.763
31842803,89964.079
215619,6085.268
107151445,184837.392
500,31344.347
14419,23517.504
1659149,30579.018
8096590,70253.339
981641,3341.976
16083633,42324.344
297732,56377.993
3172765,37964.994
1576,46440.587
27482,10957.917
16494156,42116.958
11008845,83042.706
2988,4598.320
1336,4527.431
3735847,77005.265
32371,9193.785
17005897,44931.480
6090,9393.984
105968,29334.549
171793,25498.490
1235033,12132.198
4039085,4891.177
36988,45553.997
17452,27909.200
4456931,5542.122
3378,11142.375
105768,8710.563
2806199,4419.187
30,2978.141
246,3565.209
2199513,4579.370
1269322,61623.002
192502,8384.409
246,4070.511
51,2494.139
51,4510.218
698925,2811.035
77562,31024.864
1190077,41966.073
1542083,48554.657
3309779,41729.477
19786532,41358.611
1361,27881.674
434136,12234.286
4444614,72732.654
1781,17445.216
158076,6067.610
222237,26609.783
106375022,133042.549
128881,2467.715
246,1289.771
204628,3046.734
1647977,1607.166
7060,3243.185
183741,10008.135
1,364.892
7855018,45157.514
80,6998.117
2259690,1258.650
123232,3328.374
13131727,38184.897
332,14618.469
191744,3779.294
246,1363.388
246,1300.392
70545,9168.503
761605,27132.892
246,1244.638
246,1346.604
11058,2548.569
7437,1077.998
435,14638.761
500,11392.531
10121789,38050.816
5532,1650.453
307386,14204.949
6982278,33932.963
365580,10140.270
265,13149.023
24151995,16476.386
500,11092.208
619352,8957.398
2041463,11820.506
176,11176.379
981,6554.086
14,13529.539
7,1427.888
38,1509.047
10641942,41622.479
4024357,16053.356
5803030,24714.758
3924932,35445.815
2227361,1590.704
4758531,30214.976
292856,11704.377
395736,1016.827
55,10563.684
490778,9067.055
7437,925.608
186,2432.420
20930,8265.551
52515,9910.508
246,1233.335
1621,7452.562
997,9592.130
722821,4204.552
74391,3065.916
43988,2801.763
759,16255.603
6481337,23869.727
586003,1228.554
1103109,1201.423
104,843.546
1885790,18212.826
9881,2476.315
89299,8848.816
2905,1070.773
892833,23909.649
82541,7317.968
1180131,11540.056
331341,1250.441
1000540,13447.778
30784231,21044.096
1074,18279.028
176,13487.181
72,411.281
9819065,24454.034
4702768,29686.112
23660,8840.109
1058656,1222.993
135340,9685.624
26911541,44012.355
621,8561.831
6521384,11223.592
1220972,5489.405
1872586,30819.803
38,11170.488
5788,9816.910
240744,19785.065
394364,16172.965
364107,5976.197
41,837.800
2474,1308.667
21126935,62722.849
771629,12159.139
83382,49242.343
31313,10550.575
5805734,47385.521
3475889,31993.269
965477,62891.725
1399,7917.056
65391,7753.071
194,3742.132
350095,12201.703
33328008,43814.920
7376313,64380.737
60397,5721.503
263866,34575.697
14004950,38280.876
33833,10011.757
4353121,36685.595
14400175,80169.672
515526,26830.726
96449,15157.964
1077166,36188.756
11908472,43310.163
16723451,93093.437
17937,16143.160
560,23319.094
120982,37702.850
104,2049.778
53,2484.247
59918,9856.859
4484992,5295.879
796788,15635.476
11036130,83629.581
206320,47339.451
11818376,68607.844
1250815,14124.513
603411,15483.254
866717,4271.758
21764015,111070.059
4944124,58853.006
390540,13882.802
3524,47145.428
246,3401.892
1131708,9076.417
328278,22932.347
113194,22581.799
1503738,10233.081
1289731,4043.832
9,17364.738
1055458,56179.367
10354174,40568.481
246,1348.678
9743723,36839.534
89,1885.060
126069,9499.430
808,2389.214
2147485,1885.464
1126051,5086.204
147027,22259.687
204459,1106.890
855538,5024.408
7437,1074.668
2153442,19365.250
12810,9919.319
5419,8727.720
2001691,12027.287
117331,5946.584
2942602,19209.188
1693987,1691.722
246,1233.551
